tgt,input,show_inp,ent1,ent2,id
"Product-Producer(e2,e1)","Among them are the 2,000 or so ENT_1_START workers ENT_1_END who still make diesel ENT_2_START engines ENT_2_END for Ford on a site that employed more than 50,000 in the 1950s .","Among them are the 2,000 or so ENT_1_START workers ENT_1_END who still make diesel ENT_2_START engines ENT_2_END for Ford on a site that employed more than 50,000 in the 1950s .",workers,engines,1627
"Entity-Destination(e1,e2)",He easily put the ENT_1_START syringe ENT_1_END in a ENT_2_START beaker ENT_2_END of water .,He easily put the ENT_1_START syringe ENT_1_END in a ENT_2_START beaker ENT_2_END of water .,syringe,beaker,1264
"Message-Topic(e1,e2)",This ENT_1_START document ENT_1_END reflects the best browser ENT_2_START settings ENT_2_END for use with a Macintosh system .,This ENT_1_START document ENT_1_END reflects the best browser ENT_2_START settings ENT_2_END for use with a Macintosh system .,document,settings,6063
"Component-Whole(e1,e2)",It often becomes necessary to delete ENT_1_START objects ENT_1_END from the ENT_2_START chart ENT_2_END during the course of monitoring system performance .,It often becomes necessary to delete ENT_1_START objects ENT_1_END from the ENT_2_START chart ENT_2_END during the course of monitoring system performance .,objects,chart,7567
"Cause-Effect(e2,e1)","Some people voluntarily get involved with politicisation , while others become victims of ENT_1_START circumstances ENT_1_END created by the ENT_2_START politicisation ENT_2_END .","Some people voluntarily get involved with politicisation , while others become victims of ENT_1_START circumstances ENT_1_END created by the ENT_2_START politicisation ENT_2_END .",circumstances,politicisation,7119
"Member-Collection(e2,e1)","So if you see a solitary Dutch cyclist stopping at a red light while the others gallop on like a ENT_1_START sneak ENT_1_END of famished ENT_2_START weasels ENT_2_END , it 's probably me .","So if you see a solitary Dutch cyclist stopping at a red light while the others gallop on like a ENT_1_START sneak ENT_1_END of famished ENT_2_START weasels ENT_2_END , it 's probably me .",sneak,weasels,6362
"Member-Collection(e2,e1)",He resisted the urge to yank open at least a few bottles of 1787 Chateau Lafitte ( as it was then spelled ) and enjoy them with a brace of partridges or an ENT_1_START ascension ENT_1_END of ENT_2_START larks ENT_2_END or whatever the French were eating at the time .,He resisted the urge to yank open at least a few bottles of 1787 Chateau Lafitte ( as it was then spelled ) and enjoy them with a brace of partridges or an ENT_1_START ascension ENT_1_END of ENT_2_START larks ENT_2_END or whatever the French were eating at the time .,ascension,larks,3940
"Cause-Effect(e2,e1)","Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies , ESCAP compiles every year region - wide statistics and reports on the ENT_1_START harm ENT_1_END caused by tropical cyclones , ENT_2_START floods ENT_2_END , droughts and other severe weather events .","Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies , ESCAP compiles every year region - wide statistics and reports on the ENT_1_START harm ENT_1_END caused by tropical cyclones , ENT_2_START floods ENT_2_END , droughts and other severe weather events .",harm,floods,3691
"Message-Topic(e2,e1)","His ENT_1_START portrait ENT_1_END appears in innumerable ENT_2_START paintings ENT_2_END in the National Gallery , sometimes with his mother in a supporting role .","His ENT_1_START portrait ENT_1_END appears in innumerable ENT_2_START paintings ENT_2_END in the National Gallery , sometimes with his mother in a supporting role .",portrait,paintings,4245
"Entity-Origin(e2,e1)",ENT_1_START Coconut ENT_1_END ENT_2_START oil ENT_2_END is extracted from the kernel or meat of matured coconut harvested from the coconut palm ( Cocos nucifera ) .,ENT_1_START Coconut ENT_1_END ENT_2_START oil ENT_2_END is extracted from the kernel or meat of matured coconut harvested from the coconut palm ( Cocos nucifera ) .,ENT_1_START Coconut,oil,760
"Entity-Destination(e1,e2)","Trench pudding is made from broken biscuits , condensed milk , ENT_1_START jam ENT_1_END put into a ENT_2_START canteen ENT_2_END and cooked over a little spirit stove .","Trench pudding is made from broken biscuits , condensed milk , ENT_1_START jam ENT_1_END put into a ENT_2_START canteen ENT_2_END and cooked over a little spirit stove .",jam,canteen,962
"Component-Whole(e1,e2)",The ENT_1_START sink ENT_1_END was in the ENT_2_START desk ENT_2_END and I had to wedge myself into the bathroom .,The ENT_1_START sink ENT_1_END was in the ENT_2_START desk ENT_2_END and I had to wedge myself into the bathroom .,sink,desk,3779
Other,It is exciting to see the ENT_1_START windsurfers ENT_1_END conquer the water body with their impressive ENT_2_START control ENT_2_END and skills .,It is exciting to see the ENT_1_START windsurfers ENT_1_END conquer the water body with their impressive ENT_2_START control ENT_2_END and skills .,windsurfers,control,6013
Other,Police charge a Carlisle man with eight ENT_1_START offences ENT_1_END in relation to the illegal ENT_2_START trade ENT_2_END of endangered tortoises .,Police charge a Carlisle man with eight ENT_1_START offences ENT_1_END in relation to the illegal ENT_2_START trade ENT_2_END of endangered tortoises .,offences,trade,4918
"Instrument-Agency(e1,e2)",Bitewing ENT_1_START x - rays ENT_1_END are used by ENT_2_START dentists ENT_2_END in order to determine if any cavities exist within the mouth .,Bitewing ENT_1_START x - rays ENT_1_END are used by ENT_2_START dentists ENT_2_END in order to determine if any cavities exist within the mouth .,x - rays,dentists,509
"Entity-Origin(e1,e2)","The ENT_1_START spirit ENT_1_END was distilled from a capacious glass ENT_2_START vessel ENT_2_END , and the vapour allowed to pass into a long glass tube about three inches in diameter .","The ENT_1_START spirit ENT_1_END was distilled from a capacious glass ENT_2_START vessel ENT_2_END , and the vapour allowed to pass into a long glass tube about three inches in diameter .",spirit,vessel,5264
"Component-Whole(e1,e2)",Moby Doll was the first captive ENT_1_START orca ENT_1_END displayed in a public aquarium ENT_2_START exhibit ENT_2_END .,Moby Doll was the first captive ENT_1_START orca ENT_1_END displayed in a public aquarium ENT_2_START exhibit ENT_2_END .,orca,exhibit,1124
"Content-Container(e1,e2)",The ENT_1_START acid ENT_1_END is kept in a level - controlled ENT_2_START tank ENT_2_END ( with a controller and an alarm in the event of low acid level ) .,The ENT_1_START acid ENT_1_END is kept in a level - controlled ENT_2_START tank ENT_2_END ( with a controller and an alarm in the event of low acid level ) .,acid,tank,7165
Other,The ENT_1_START logs ENT_1_END sawed smoothly and accurately using either saw ENT_2_START design ENT_2_END .,The ENT_1_START logs ENT_1_END sawed smoothly and accurately using either saw ENT_2_START design ENT_2_END .,logs,design,7139
"Content-Container(e1,e2)","Harry Stanley , 46 , from Hackney , East London , was shot and killed by Metropolitan Police officers who had mistaken a ENT_1_START chair - leg ENT_1_END being carried in a ENT_2_START plastic bag ENT_2_END for a firearm .","Harry Stanley , 46 , from Hackney , East London , was shot and killed by Metropolitan Police officers who had mistaken a ENT_1_START chair - leg ENT_1_END being carried in a ENT_2_START plastic bag ENT_2_END for a firearm .",chair - leg,plastic bag,7248
"Cause-Effect(e1,e2)",The ENT_1_START vibrations ENT_1_END caused a violent twisting ENT_2_START motion ENT_2_END on the bridge .,The ENT_1_START vibrations ENT_1_END caused a violent twisting ENT_2_START motion ENT_2_END on the bridge .,vibrations,motion,4852
"Product-Producer(e2,e1)","Four sets of wax ENT_1_START glands ENT_1_END , situated inside the last four ventral segments of the abdomen , produce ENT_2_START wax ENT_2_END for comb construction .","Four sets of wax ENT_1_START glands ENT_1_END , situated inside the last four ventral segments of the abdomen , produce ENT_2_START wax ENT_2_END for comb construction .",glands,wax,4720
Other,"Near Adelaide the ENT_1_START land ENT_1_END is intensively farmed for ENT_2_START dairying ENT_2_END , fruit , and vegetables .","Near Adelaide the ENT_1_START land ENT_1_END is intensively farmed for ENT_2_START dairying ENT_2_END , fruit , and vegetables .",land,dairying,7903
"Entity-Origin(e1,e2)",The ENT_1_START feed ENT_1_END was derived from a commercial mink feed ENT_2_START kitchen ENT_2_END .,The ENT_1_START feed ENT_1_END was derived from a commercial mink feed ENT_2_START kitchen ENT_2_END .,feed,kitchen,5513
"Message-Topic(e1,e2)",The ENT_1_START statue ENT_1_END is an armless depiction of a young ENT_2_START boy ENT_2_END and was first acknowledged as an early work of Michelangelo in 1997 .,The ENT_1_START statue ENT_1_END is an armless depiction of a young ENT_2_START boy ENT_2_END and was first acknowledged as an early work of Michelangelo in 1997 .,statue,boy,7102
"Product-Producer(e2,e1)",The ENT_1_START maker ENT_1_END 's ENT_2_START guidelines ENT_2_END were clear but not really necessary as it was so simple to use .,The ENT_1_START maker ENT_1_END 's ENT_2_START guidelines ENT_2_END were clear but not really necessary as it was so simple to use .,maker,guidelines,3581
"Entity-Destination(e1,e2)",New Western ENT_1_START customs ENT_1_END moved into the traditional Asian ENT_2_START culture ENT_2_END .,New Western ENT_1_START customs ENT_1_END moved into the traditional Asian ENT_2_START culture ENT_2_END .,customs,culture,2229
"Cause-Effect(e2,e1)","Lena Basilone , a cook at Camp Pendleton , was in the hospital recovering from a severe kitchen ENT_1_START burn ENT_1_END after the ENT_2_START spilling ENT_2_END of scalding liquid on her feet .","Lena Basilone , a cook at Camp Pendleton , was in the hospital recovering from a severe kitchen ENT_1_START burn ENT_1_END after the ENT_2_START spilling ENT_2_END of scalding liquid on her feet .",burn,spilling,1435
Other,"A ENT_1_START midwife ENT_1_END assists the ENT_2_START birth ENT_2_END , and women usually rely on their mothers or other women for support during labour .","A ENT_1_START midwife ENT_1_END assists the ENT_2_START birth ENT_2_END , and women usually rely on their mothers or other women for support during labour .",midwife,birth,7473
"Cause-Effect(e2,e1)","The ENT_1_START concerto ENT_1_END comes from the ENT_2_START pop ENT_2_END of gas bubbles escaping the joints , snapping tendons and ligaments , and rickety arthritic joints .","The ENT_1_START concerto ENT_1_END comes from the ENT_2_START pop ENT_2_END of gas bubbles escaping the joints , snapping tendons and ligaments , and rickety arthritic joints .",concerto,pop,1375
Other,The ENT_1_START building ENT_1_END leaked from every conceivable ENT_2_START place ENT_2_END .,The ENT_1_START building ENT_1_END leaked from every conceivable ENT_2_START place ENT_2_END .,building,place,6505
"Entity-Destination(e1,e2)",The ENT_1_START book ENT_1_END was placed into every ENT_2_START store ENT_2_END within the past few days .,The ENT_1_START book ENT_1_END was placed into every ENT_2_START store ENT_2_END within the past few days .,book,store,6393
"Cause-Effect(e1,e2)",The increased ENT_1_START spending ENT_1_END caused a ENT_2_START strain ENT_2_END on the state treasury as the Sultan was spending increasing amounts of time in the harem rather than leading the people .,The increased ENT_1_START spending ENT_1_END caused a ENT_2_START strain ENT_2_END on the state treasury as the Sultan was spending increasing amounts of time in the harem rather than leading the people .,spending,strain,6030
Other,All ENT_1_START aspects ENT_1_END are indicated with colour light ENT_2_START signals ENT_2_END .,All ENT_1_START aspects ENT_1_END are indicated with colour light ENT_2_START signals ENT_2_END .,aspects,signals,1461
"Component-Whole(e1,e2)",The ENT_1_START power cord ENT_1_END of the ENT_2_START dryer ENT_2_END connects to a terminal block at the rear of the dryer .,The ENT_1_START power cord ENT_1_END of the ENT_2_START dryer ENT_2_END connects to a terminal block at the rear of the dryer .,power cord,dryer,499
"Member-Collection(e2,e1)",A ENT_1_START swarm ENT_1_END of ENT_2_START ants ENT_2_END in the search for food shows the remarkable capability of finding shortest paths between a found food source and the anthill .,A ENT_1_START swarm ENT_1_END of ENT_2_START ants ENT_2_END in the search for food shows the remarkable capability of finding shortest paths between a found food source and the anthill .,swarm,ants,3328
"Entity-Destination(e1,e2)",Bogus water collectors have dropped ENT_1_START flyers ENT_1_END into people 's letter ENT_2_START boxes ENT_2_END .,Bogus water collectors have dropped ENT_1_START flyers ENT_1_END into people 's letter ENT_2_START boxes ENT_2_END .,flyers,boxes,3631
"Entity-Origin(e1,e2)",The ENT_1_START data ENT_1_END are derived primarily from a three - nation ENT_2_START survey ENT_2_END conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994 .,The ENT_1_START data ENT_1_END are derived primarily from a three - nation ENT_2_START survey ENT_2_END conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994 .,data,survey,7457
"Entity-Origin(e1,e2)","This ENT_1_START marmalade ENT_1_END is made of the finest ENT_2_START oranges ENT_2_END , to create a delecious taste .","This ENT_1_START marmalade ENT_1_END is made of the finest ENT_2_START oranges ENT_2_END , to create a delecious taste .",marmalade,oranges,1827
"Message-Topic(e1,e2)","The most successful action ENT_1_START films ENT_1_END were about a ENT_2_START man ENT_2_END called "" Rambo "" .","The most successful action ENT_1_START films ENT_1_END were about a ENT_2_START man ENT_2_END called "" Rambo "" .",films,man,3321
"Content-Container(e1,e2)","The ENT_1_START ring ENT_1_END was in a ENT_2_START glass ENT_2_END of champagne , and all of hubby 's family was present .","The ENT_1_START ring ENT_1_END was in a ENT_2_START glass ENT_2_END of champagne , and all of hubby 's family was present .",ring,glass,4669
"Entity-Origin(e2,e1)",Meyer ENT_1_START lemon ENT_1_END ENT_2_START marmalade ENT_2_END is an amazingly delicious version of fruit recipe .,Meyer ENT_1_START lemon ENT_1_END ENT_2_START marmalade ENT_2_END is an amazingly delicious version of fruit recipe .,lemon,marmalade,1737
"Cause-Effect(e1,e2)","In one case , the ENT_1_START waterjet ENT_1_END caused a large ENT_2_START gouge ENT_2_END on the bottom side of a a copper/ wood / copper piece .","In one case , the ENT_1_START waterjet ENT_1_END caused a large ENT_2_START gouge ENT_2_END on the bottom side of a a copper/ wood / copper piece .",waterjet,gouge,5132
"Product-Producer(e2,e1)",The ENT_1_START company ENT_1_END has also targeted the premium sector with the Pringles Gourmet ENT_2_START line ENT_2_END .,The ENT_1_START company ENT_1_END has also targeted the premium sector with the Pringles Gourmet ENT_2_START line ENT_2_END .,company,line,5223
Other,This notifies the commencement of the ENT_1_START exclusion ENT_1_END of hospitals from the ENT_2_START definition ENT_2_END .,This notifies the commencement of the ENT_1_START exclusion ENT_1_END of hospitals from the ENT_2_START definition ENT_2_END .,exclusion,definition,2644
Other,The ENT_1_START removal ENT_1_END duplicate songs is done with the user - friendly start - up ENT_2_START wizard ENT_2_END .,The ENT_1_START removal ENT_1_END duplicate songs is done with the user - friendly start - up ENT_2_START wizard ENT_2_END .,removal,wizard,2124
"Component-Whole(e2,e1)",My son ( 9 years old ) has been complaining of pain on his ENT_1_START jaw ENT_1_END ENT_2_START bone ENT_2_END for a few weeks now .,My son ( 9 years old ) has been complaining of pain on his ENT_1_START jaw ENT_1_END ENT_2_START bone ENT_2_END for a few weeks now .,jaw,bone,5187
"Message-Topic(e1,e2)",Along the way she presents ENT_1_START anecdotes ENT_1_END illustrating basic business ENT_2_START principles ENT_2_END .,Along the way she presents ENT_1_START anecdotes ENT_1_END illustrating basic business ENT_2_START principles ENT_2_END .,anecdotes,principles,3558
"Entity-Origin(e1,e2)",The firing of transition T_continuous_call represents the arrival of a handoff ENT_1_START call ENT_1_END from neighbour ENT_2_START cells ENT_2_END .,The firing of transition T_continuous_call represents the arrival of a handoff ENT_1_START call ENT_1_END from neighbour ENT_2_START cells ENT_2_END .,call,cells,1792
Other,"September normally marks the arrival of the earliest ENT_1_START run ENT_1_END of ENT_2_START fish ENT_2_END into lake tributaries , and peak runs occur in October .","September normally marks the arrival of the earliest ENT_1_START run ENT_1_END of ENT_2_START fish ENT_2_END into lake tributaries , and peak runs occur in October .",run,fish,1794
"Entity-Origin(e2,e1)",ENT_1_START Yogurt ENT_1_END ENT_2_START soup ENT_2_END is a popular comfort dish both in Turkey and Central Asia .,ENT_1_START Yogurt ENT_1_END ENT_2_START soup ENT_2_END is a popular comfort dish both in Turkey and Central Asia .,ENT_1_START Yogurt,soup,6697
"Entity-Origin(e1,e2)","A ENT_1_START man ENT_1_END holding a small toddler ran away from the ENT_2_START beach ENT_2_END as fast as he could , calling out : "" tsunami ! "" .","A ENT_1_START man ENT_1_END holding a small toddler ran away from the ENT_2_START beach ENT_2_END as fast as he could , calling out : "" tsunami ! "" .",man,beach,2506
"Cause-Effect(e2,e1)",The ENT_1_START violence ENT_1_END has been caused by the Hutu ENT_2_START militia ENT_2_END who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo .,The ENT_1_START violence ENT_1_END has been caused by the Hutu ENT_2_START militia ENT_2_END who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo .,violence,militia,1411
"Component-Whole(e2,e1)","However , the Barbary ENT_1_START macaque ENT_1_END grows a big thick ENT_2_START coat ENT_2_END for the winter , which means they can live outside all year .","However , the Barbary ENT_1_START macaque ENT_1_END grows a big thick ENT_2_START coat ENT_2_END for the winter , which means they can live outside all year .",macaque,coat,383
"Entity-Destination(e1,e2)",Squirrel stuffed the ENT_1_START acorns ENT_1_END into his ENT_2_START cheeks ENT_2_END until they were puffed up like two furry balloons .,Squirrel stuffed the ENT_1_START acorns ENT_1_END into his ENT_2_START cheeks ENT_2_END until they were puffed up like two furry balloons .,acorns,cheeks,4501
"Component-Whole(e1,e2)","As was standard practice at the museum on that day of the week , only maintenance workers , cleaning staff , curators , and a few other employees roamed the cavernous ENT_1_START halls ENT_1_END of the ENT_2_START building ENT_2_END that was once the home of France 's kings but for centuries had been devoted to housing the nation 's art treasures .","As was standard practice at the museum on that day of the week , only maintenance workers , cleaning staff , curators , and a few other employees roamed the cavernous ENT_1_START halls ENT_1_END of the ENT_2_START building ENT_2_END that was once the home of France 's kings but for centuries had been devoted to housing the nation 's art treasures .",halls,building,2478
"Instrument-Agency(e2,e1)",The ENT_1_START motor ENT_1_END turns the panel with the help of the mechanical transmission ENT_2_START system ENT_2_END .,The ENT_1_START motor ENT_1_END turns the panel with the help of the mechanical transmission ENT_2_START system ENT_2_END .,motor,system,6588
"Component-Whole(e2,e1)",Another important part of the ENT_1_START coffeemaker ENT_1_END is the one - way ENT_2_START valve ENT_2_END .,Another important part of the ENT_1_START coffeemaker ENT_1_END is the one - way ENT_2_START valve ENT_2_END .,coffeemaker,valve,5247
"Content-Container(e2,e1)",Among the contents of the ENT_1_START bag ENT_1_END were a ENT_2_START diamond ring ENT_2_END worth $ 2000 and a watch worth $ 500 .,Among the contents of the ENT_1_START bag ENT_1_END were a ENT_2_START diamond ring ENT_2_END worth $ 2000 and a watch worth $ 500 .,bag,diamond ring,7786
"Message-Topic(e1,e2)",The first ENT_1_START book ENT_1_END dealt with the tragic ENT_2_START impact ENT_2_END of the Cultural Revolution on a highly educated family of literary intellectuals .,The first ENT_1_START book ENT_1_END dealt with the tragic ENT_2_START impact ENT_2_END of the Cultural Revolution on a highly educated family of literary intellectuals .,book,impact,4558
"Product-Producer(e1,e2)",The world 's largest aid ENT_1_START organisation ENT_1_END founded by a ENT_2_START woman ENT_2_END celebrates 90th anniversary .,The world 's largest aid ENT_1_START organisation ENT_1_END founded by a ENT_2_START woman ENT_2_END celebrates 90th anniversary .,organisation,woman,6392
"Entity-Origin(e2,e1)","In any case , ENT_1_START fish ENT_1_END ENT_2_START oil ENT_2_END did harm patients .","In any case , ENT_1_START fish ENT_1_END ENT_2_START oil ENT_2_END did harm patients .",fish,oil,7661
"Product-Producer(e2,e1)","The ENT_1_START author ENT_1_END has published a ENT_2_START statement ENT_2_END on a website calling the diagnosis "" an embuggerance "" .","The ENT_1_START author ENT_1_END has published a ENT_2_START statement ENT_2_END on a website calling the diagnosis "" an embuggerance "" .",author,statement,3624
"Content-Container(e1,e2)",Our water froze and ENT_1_START batteries ENT_1_END kept in ENT_2_START pockets ENT_2_END got cold .,Our water froze and ENT_1_START batteries ENT_1_END kept in ENT_2_START pockets ENT_2_END got cold .,batteries,pockets,7343
Other,He takes ENT_1_START words ENT_1_END into ENT_2_START action ENT_2_END .,He takes ENT_1_START words ENT_1_END into ENT_2_START action ENT_2_END .,words,action,599
"Content-Container(e1,e2)",A planted ENT_1_START bomb ENT_1_END put inside a sedan ENT_2_START car ENT_2_END exploded in front of the fine arts institution at Mansour neighborhood .,A planted ENT_1_START bomb ENT_1_END put inside a sedan ENT_2_START car ENT_2_END exploded in front of the fine arts institution at Mansour neighborhood .,bomb,car,4390
"Content-Container(e1,e2)",The ENT_1_START seed ENT_1_END was discovered inside a ENT_2_START jar ENT_2_END full of the discarded pits of dates during excavations of Masada in the 1960s .,The ENT_1_START seed ENT_1_END was discovered inside a ENT_2_START jar ENT_2_END full of the discarded pits of dates during excavations of Masada in the 1960s .,seed,jar,6532
Other,"Treasure Island is a gripping pirate ENT_1_START story ENT_1_END , fast - paced by the ENT_2_START standards ENT_2_END of its time and full of action .","Treasure Island is a gripping pirate ENT_1_START story ENT_1_END , fast - paced by the ENT_2_START standards ENT_2_END of its time and full of action .",story,standards,1093
Other,"The spread is mainly airborne , via the virus - laden ENT_1_START droplets ENT_1_END produced by coughing and ENT_2_START sneezing ENT_2_END .","The spread is mainly airborne , via the virus - laden ENT_1_START droplets ENT_1_END produced by coughing and ENT_2_START sneezing ENT_2_END .",droplets,sneezing,6837
"Entity-Origin(e1,e2)",The ENT_1_START information ENT_1_END presented here comes from a series of seasonal telephone ENT_2_START surveys ENT_2_END .,The ENT_1_START information ENT_1_END presented here comes from a series of seasonal telephone ENT_2_START surveys ENT_2_END .,information,surveys,6818
"Entity-Origin(e1,e2)",Police in Taiwan were forced to shoot a crocodile after it bit off the ENT_1_START arm ENT_1_END of the zoo ENT_2_START veterinarian ENT_2_END treating it .,Police in Taiwan were forced to shoot a crocodile after it bit off the ENT_1_START arm ENT_1_END of the zoo ENT_2_START veterinarian ENT_2_END treating it .,arm,veterinarian,6589
"Member-Collection(e2,e1)","As we left , three liberated Frenchmen drove up in a car they had captured a few minutes before and tried to make their way through the ENT_1_START jam ENT_1_END of jabbering ENT_2_START women ENT_2_END .","As we left , three liberated Frenchmen drove up in a car they had captured a few minutes before and tried to make their way through the ENT_1_START jam ENT_1_END of jabbering ENT_2_START women ENT_2_END .",jam,women,5240
"Cause-Effect(e2,e1)",The ENT_1_START colitis ENT_1_END usually is caused by taking ENT_2_START antibiotics ENT_2_END .,The ENT_1_START colitis ENT_1_END usually is caused by taking ENT_2_START antibiotics ENT_2_END .,colitis,antibiotics,6774
"Cause-Effect(e1,e2)",This article discusses the ethics of the Soldier of Fortune 's guns - for - hire ENT_1_START advertisements ENT_1_END that resulted in several ENT_2_START murders ENT_2_END across the United States .,This article discusses the ethics of the Soldier of Fortune 's guns - for - hire ENT_1_START advertisements ENT_1_END that resulted in several ENT_2_START murders ENT_2_END across the United States .,advertisements,murders,776
Other,The beautiful ENT_1_START outside ENT_1_END of the ENT_2_START store ENT_2_END is complementary to the local surroundings and is designed to be a store of the community .,The beautiful ENT_1_START outside ENT_1_END of the ENT_2_START store ENT_2_END is complementary to the local surroundings and is designed to be a store of the community .,outside,store,3659
"Entity-Destination(e1,e2)",The government has poured ENT_1_START billions ENT_1_END into education ENT_2_START reforms ENT_2_END .,The government has poured ENT_1_START billions ENT_1_END into education ENT_2_START reforms ENT_2_END .,billions,reforms,863
"Product-Producer(e2,e1)",The ENT_1_START hostess ENT_1_END made the following ENT_2_START rules ENT_2_END : no husband and wife could sit next to one another ( to the right or to the left ) and men had to alternate with women everywhere .,The ENT_1_START hostess ENT_1_END made the following ENT_2_START rules ENT_2_END : no husband and wife could sit next to one another ( to the right or to the left ) and men had to alternate with women everywhere .,hostess,rules,7858
"Product-Producer(e1,e2)","These are new sorts of sponsors for us , a shoe company and a ENT_1_START furniture ENT_1_END ENT_2_START maker ENT_2_END .","These are new sorts of sponsors for us , a shoe company and a ENT_1_START furniture ENT_1_END ENT_2_START maker ENT_2_END .",furniture,maker,7847
"Instrument-Agency(e2,e1)",A ENT_1_START couple ENT_1_END relaxes with a cup of ENT_2_START coffee ENT_2_END at one of Alaska 's fabulous bed and breakfasts .,A ENT_1_START couple ENT_1_END relaxes with a cup of ENT_2_START coffee ENT_2_END at one of Alaska 's fabulous bed and breakfasts .,couple,coffee,4385
"Content-Container(e1,e2)",This set of buttons comes with the colorful printed paper ENT_1_START insert ENT_1_END placed inside of the gum ENT_2_START machine ENT_2_END .,This set of buttons comes with the colorful printed paper ENT_1_START insert ENT_1_END placed inside of the gum ENT_2_START machine ENT_2_END .,insert,machine,1024
"Component-Whole(e1,e2)","Most of the energy from preheating your oven goes to heating the inner ENT_1_START walls ENT_1_END of the ENT_2_START oven ENT_2_END itself , not the air inside .","Most of the energy from preheating your oven goes to heating the inner ENT_1_START walls ENT_1_END of the ENT_2_START oven ENT_2_END itself , not the air inside .",walls,oven,4541
"Message-Topic(e1,e2)",The Billboard ENT_1_START charts ENT_1_END tabulate the relative weekly ENT_2_START popularity ENT_2_END of songs or albums in the United States .,The Billboard ENT_1_START charts ENT_1_END tabulate the relative weekly ENT_2_START popularity ENT_2_END of songs or albums in the United States .,charts,popularity,4814
Other,The author examines some ENT_1_START issues ENT_1_END connected to religious ENT_2_START freedom ENT_2_END .,The author examines some ENT_1_START issues ENT_1_END connected to religious ENT_2_START freedom ENT_2_END .,issues,freedom,5297
"Entity-Destination(e1,e2)","To pass the time , he put a ENT_1_START penny ENT_1_END into two different coin - operated weight ENT_2_START machines ENT_2_END and got readings of 106 pounds and 200 pounds .","To pass the time , he put a ENT_1_START penny ENT_1_END into two different coin - operated weight ENT_2_START machines ENT_2_END and got readings of 106 pounds and 200 pounds .",penny,machines,2265
Other,ENT_1_START Details ENT_1_END include pertinent ENT_2_START people ENT_2_END involved as well as interesting facts and production statistics .,ENT_1_START Details ENT_1_END include pertinent ENT_2_START people ENT_2_END involved as well as interesting facts and production statistics .,ENT_1_START Details,people,2800
Other,"Since then , millions of ENT_1_START dollars ENT_1_END have gone into ENT_2_START reconstructions ENT_2_END for victims of tsunami in 2004 .","Since then , millions of ENT_1_START dollars ENT_1_END have gone into ENT_2_START reconstructions ENT_2_END for victims of tsunami in 2004 .",dollars,reconstructions,1663
"Product-Producer(e1,e2)",A more coded ENT_1_START reproof ENT_1_END came from the ENT_2_START chairman ENT_2_END of parliament 's foreign affairs committee .,A more coded ENT_1_START reproof ENT_1_END came from the ENT_2_START chairman ENT_2_END of parliament 's foreign affairs committee .,reproof,chairman,1831
"Entity-Destination(e1,e2)",Huge ENT_1_START money ENT_1_END is given to ENT_2_START companies ENT_2_END for boosting economy .,Huge ENT_1_START money ENT_1_END is given to ENT_2_START companies ENT_2_END for boosting economy .,money,companies,1684
"Entity-Destination(e1,e2)",The ENT_1_START water ENT_1_END is running into the overflow ENT_2_START pipe ENT_2_END .,The ENT_1_START water ENT_1_END is running into the overflow ENT_2_START pipe ENT_2_END .,water,pipe,5559
Other,Such airships are essentially motorized free balloons and the ENT_1_START engines ENT_1_END are carried in a ENT_2_START car ENT_2_END attached to the lower side or bottom of the bag .,Such airships are essentially motorized free balloons and the ENT_1_START engines ENT_1_END are carried in a ENT_2_START car ENT_2_END attached to the lower side or bottom of the bag .,engines,car,7355
"Product-Producer(e1,e2)","This self - help ENT_1_START book ENT_1_END , written by a ENT_2_START man ENT_2_END for the benefit of women , seems to be dividing reader opinion .","This self - help ENT_1_START book ENT_1_END , written by a ENT_2_START man ENT_2_END for the benefit of women , seems to be dividing reader opinion .",book,man,4843
"Message-Topic(e2,e1)",This ENT_1_START subject ENT_1_END has over the years become the topic for much ENT_2_START discussion ENT_2_END .,This ENT_1_START subject ENT_1_END has over the years become the topic for much ENT_2_START discussion ENT_2_END .,subject,discussion,5253
"Entity-Origin(e1,e2)","In this beautiful re - imagining , the ENT_1_START story ENT_1_END starts in an ENT_2_START orphanage ENT_2_END and moves to a magical land where the sweets have a sexual subtext .","In this beautiful re - imagining , the ENT_1_START story ENT_1_END starts in an ENT_2_START orphanage ENT_2_END and moves to a magical land where the sweets have a sexual subtext .",story,orphanage,6409
Other,It utilized a critical eye and free ENT_1_START inquiry ENT_1_END into the ENT_2_START conditions ENT_2_END of life and issues of morality .,It utilized a critical eye and free ENT_1_START inquiry ENT_1_END into the ENT_2_START conditions ENT_2_END of life and issues of morality .,inquiry,conditions,1499
